iShares Russell 2000 ETF
Fund Holdings as of,"Jan 02, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"299,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"QUBT","QUANTUM COMPUTING INC","Information Technology","Equity","55,054,084.71","0.08","55,054,084.71","5,000,371.00","11.01","United States","NASDAQ","USD","1.00","USD","-"
"SM","SM ENERGY","Energy","Equity","54,914,845.82","0.08","54,914,845.82","2,870,614.00","19.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMT","KENNAMETAL INC","Industrials","Equity","54,891,782.27","0.07","54,891,782.27","1,893,473.00","28.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","54,816,498.66","0.07","54,816,498.66","4,340,182.00","12.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLNO","SOLENO THERAPEUTICS INC","Health Care","Equity","54,583,520.22","0.07","54,583,520.22","1,157,166.00","47.17","United States","NASDAQ","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","54,570,883.32","0.07","54,570,883.32","4,616,826.00","11.82","United States","NASDAQ","USD","1.00","USD","-"
"LC","LENDINGCLUB CORP","Financials","Equity","54,522,936.16","0.07","54,522,936.16","2,851,618.00","19.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NGVT","INGEVITY CORP","Materials","Equity","54,473,327.61","0.07","54,473,327.61","906,529.00","60.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXTR","EXTREME NETWORKS INC","Information Technology","Equity","54,315,160.18","0.07","54,315,160.18","3,283,867.00","16.54","United States","NASDAQ","USD","1.00","USD","-"
"BANR","BANNER CORP","Financials","Equity","54,185,228.60","0.07","54,185,228.60","867,380.00","62.47","United States","NASDAQ","USD","1.00","USD","-"
"CENX","CENTURY ALUMINUM","Materials","Equity","54,051,935.68","0.07","54,051,935.68","1,320,272.00","40.94","United States","NASDAQ","USD","1.00","USD","-"
"ATKR","ATKORE INC","Industrials","Equity","53,878,878.77","0.07","53,878,878.77","836,239.00","64.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRN","TRINITY INDUSTRIES INC","Industrials","Equity","53,852,918.35","0.07","53,852,918.35","1,998,253.00","26.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Industrials","Equity","53,810,909.28","0.07","53,810,909.28","701,028.00","76.76","United States","NASDAQ","USD","1.00","USD","-"
"ACLX","ARCELLX INC","Health Care","Equity","53,740,189.60","0.07","53,740,189.60","848,440.00","63.34","United States","NASDAQ","USD","1.00","USD","-"
"NBTB","NBT BANCORP INC","Financials","Equity","53,740,476.91","0.07","53,740,476.91","1,292,149.00","41.59","United States","NASDAQ","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","53,708,732.22","0.07","53,708,732.22","988,383.00","54.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEO","GEO GROUP INC","Industrials","Equity","53,630,846.01","0.07","53,630,846.01","3,366,657.00","15.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNLI","DENALI THERAPEUTICS INC","Health Care","Equity","53,498,851.30","0.07","53,498,851.30","3,288,190.00","16.27","United States","NASDAQ","USD","1.00","USD","-"
"CWK","CUSHMAN AND WAKEFIELD LTD","Real Estate","Equity","53,313,068.16","0.07","53,313,068.16","3,365,724.00","15.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOG","NORTHERN OIL AND GAS INC","Energy","Equity","52,867,403.72","0.07","52,867,403.72","2,401,972.00","22.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEI","SOLARIS OILFIELD INFRASTRUCTURE IN","Energy","Equity","52,717,161.14","0.07","52,717,161.14","1,048,889.00","50.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Financials","Equity","52,574,697.70","0.07","52,574,697.70","1,057,841.00","49.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SONO","SONOS INC","Consumer Discretionary","Equity","52,344,176.94","0.07","52,344,176.94","2,992,806.00","17.49","United States","NASDAQ","USD","1.00","USD","-"
"MRX","MAREX GROUP PLC","Financials","Equity","52,185,938.84","0.07","52,185,938.84","1,375,486.00","37.94","United Kingdom","NASDAQ","USD","1.00","USD","-"
"SYRE","SPYRE THERAPEUTICS INC","Health Care","Equity","52,168,256.80","0.07","52,168,256.80","1,705,960.00","30.58","United States","NASDAQ","USD","1.00","USD","-"
"RXO","RXO INC","Industrials","Equity","51,957,830.40","0.07","51,957,830.40","4,046,560.00","12.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPTA","PERPETUA RESOURCES CORP","Materials","Equity","51,834,099.66","0.07","51,834,099.66","2,112,229.00","24.54","United States","NASDAQ","USD","1.00","USD","-"
"FBNC","FIRST BANCORP","Financials","Equity","51,814,874.34","0.07","51,814,874.34","1,017,774.00","50.91","United States","NASDAQ","USD","1.00","USD","-"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","Industrials","Equity","51,759,987.52","0.07","51,759,987.52","1,308,392.00","39.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POWI","POWER INTEGRATIONS INC","Information Technology","Equity","51,693,846.20","0.07","51,693,846.20","1,385,894.00","37.30","United States","NASDAQ","USD","1.00","USD","-"
"NUVB","NUVATION BIO INC CLASS A","Health Care","Equity","51,596,499.24","0.07","51,596,499.24","6,013,578.00","8.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","51,429,040.22","0.07","51,429,040.22","1,139,323.00","45.14","United States","NASDAQ","USD","1.00","USD","-"
"SMR","NUSCALE POWER CORP CLASS A","Industrials","Equity","51,371,362.35","0.07","51,371,362.35","3,149,685.00","16.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BUSE","FIRST BUSEY CORP","Financials","Equity","51,042,536.90","0.07","51,042,536.90","2,135,671.00","23.90","United States","NASDAQ","USD","1.00","USD","-"
"OSW","ONESPAWORLD HOLDINGS LTD","Consumer Discretionary","Equity","50,834,194.08","0.07","50,834,194.08","2,462,897.00","20.64","United States","NASDAQ","USD","1.00","USD","-"
"ARR","ARMOUR RESIDENTIAL REIT INC","Financials","Equity","50,597,639.55","0.07","50,597,639.55","2,796,995.00","18.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DX","DYNEX CAPITAL REIT INC","Financials","Equity","50,599,225.60","0.07","50,599,225.60","3,593,695.00","14.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EYE","NATIONAL VISION HOLDINGS INC","Consumer Discretionary","Equity","50,450,277.30","0.07","50,450,277.30","1,944,134.00","25.95","United States","NASDAQ","USD","1.00","USD","-"
"LQDA","LIQUIDIA CORP","Health Care","Equity","50,169,067.40","0.07","50,169,067.40","1,597,741.00","31.40","United States","NASDAQ","USD","1.00","USD","-"
"CTRI","CENTURI HOLDINGS INC","Industrials","Equity","50,134,797.28","0.07","50,134,797.28","1,941,704.00","25.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","50,090,292.18","0.07","50,090,292.18","2,633,559.00","19.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","49,962,252.55","0.07","49,962,252.55","924,371.00","54.05","United States","NASDAQ","USD","1.00","USD","-"
"CRGY","CRESCENT ENERGY CLASS A","Energy","Equity","49,809,855.47","0.07","49,809,855.47","5,853,097.00","8.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNFI","UNITED NATURAL FOODS INC","Consumer Staples","Equity","49,768,763.22","0.07","49,768,763.22","1,489,191.00","33.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASGN","ASGN INC","Information Technology","Equity","49,565,611.52","0.07","49,565,611.52","1,062,272.00","46.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCI","HCI GROUP INC","Financials","Equity","49,551,734.96","0.07","49,551,734.96","269,464.00","183.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRON","DISC MEDICINE INC","Health Care","Equity","48,970,392.57","0.07","48,970,392.57","619,173.00","79.09","United States","NASDAQ","USD","1.00","USD","-"
"TIC","TIC SOLUTIONS INC","Industrials","Equity","48,828,492.62","0.07","48,828,492.62","4,937,158.00","9.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","48,753,144.27","0.07","48,753,144.27","696,573.00","69.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUNR","INTUITIVE MACHINES INC CLASS A","Industrials","Equity","48,656,146.68","0.07","48,656,146.68","2,721,261.00","17.88","United States","NASDAQ","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","Health Care","Equity","48,618,572.04","0.07","48,618,572.04","1,689,318.00","28.78","United States","NASDAQ","USD","1.00","USD","-"
"GRBK","GREEN BRICK PARTNERS INC","Consumer Discretionary","Equity","48,575,178.33","0.07","48,575,178.33","768,473.00","63.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","48,425,541.45","0.07","48,425,541.45","48,425,541.00","100.00","United States","-","USD","1.00","USD","-"
"IMNM","IMMUNOME INC","Health Care","Equity","48,312,018.84","0.07","48,312,018.84","2,320,462.00","20.82","United States","NASDAQ","USD","1.00","USD","-"
"KALU","KAISER ALUMINIUM CORP","Materials","Equity","48,199,398.00","0.07","48,199,398.00","400,660.00","120.30","United States","NASDAQ","USD","1.00","USD","-"
"TWST","TWIST BIOSCIENCE CORP","Health Care","Equity","48,140,285.30","0.07","48,140,285.30","1,486,270.00","32.39","United States","NASDAQ","USD","1.00","USD","-"
"AVPT","AVEPOINT INC CLASS A","Information Technology","Equity","48,031,763.30","0.07","48,031,763.30","3,633,265.00","13.22","United States","NASDAQ","USD","1.00","USD","-"
"ADEA","ADEIA INC","Information Technology","Equity","48,032,955.00","0.07","48,032,955.00","2,732,250.00","17.58","United States","NASDAQ","USD","1.00","USD","-"
"WD","WALKER & DUNLOP INC","Financials","Equity","48,022,742.72","0.07","48,022,742.72","817,826.00","58.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Health Care","Equity","47,974,804.14","0.07","47,974,804.14","3,789,479.00","12.66","United States","NASDAQ","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","47,944,202.76","0.07","47,944,202.76","1,061,182.00","45.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGNY","PROGYNY INC","Health Care","Equity","47,922,320.16","0.07","47,922,320.16","1,861,784.00","25.74","United States","NASDAQ","USD","1.00","USD","-"
"DRH","DIAMONDROCK HOSPITALITY","Real Estate","Equity","47,899,033.44","0.07","47,899,033.44","5,252,087.00","9.12","United States","NASDAQ","USD","1.00","USD","-"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","47,804,142.75","0.07","47,804,142.75","1,780,415.00","26.85","United States","NASDAQ","USD","1.00","USD","-"
"PRDO","PERDOCEO EDUCATION CORP","Consumer Discretionary","Equity","47,789,125.80","0.07","47,789,125.80","1,642,238.00","29.10","United States","NASDAQ","USD","1.00","USD","-"
"AVDL","AVADEL PHARMACEUTICALS ORD","Health Care","Equity","47,752,406.56","0.07","47,752,406.56","2,218,978.00","21.52","United States","NASDAQ","USD","1.00","USD","-"
"MTX","MINERALS TECHNOLOGIES INC","Materials","Equity","47,723,906.00","0.07","47,723,906.00","780,440.00","61.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADUS","ADDUS HOMECARE CORP","Health Care","Equity","47,680,694.60","0.07","47,680,694.60","447,370.00","106.58","United States","NASDAQ","USD","1.00","USD","-"
"LION","LIONSGATE STUDIOS CORP","Communication","Equity","47,581,301.70","0.06","47,581,301.70","5,116,269.00","9.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KWR","QUAKER HOUGHTON CORP","Materials","Equity","47,553,084.72","0.06","47,553,084.72","342,207.00","138.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPB","TURNING POINT BRANDS INC","Consumer Staples","Equity","47,493,376.32","0.06","47,493,376.32","430,818.00","110.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLAB","PHOTRONICS INC","Information Technology","Equity","47,472,436.05","0.06","47,472,436.05","1,420,905.00","33.41","United States","NASDAQ","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","47,322,473.88","0.06","47,322,473.88","1,012,462.00","46.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATRC","ATRICURE INC","Health Care","Equity","47,299,301.28","0.06","47,299,301.28","1,204,464.00","39.27","United States","NASDAQ","USD","1.00","USD","-"
"INSW","INTERNATIONAL SEAWAYS INC","Energy","Equity","46,923,556.14","0.06","46,923,556.14","998,586.00","46.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRVL","CORVEL CORP","Health Care","Equity","46,757,246.30","0.06","46,757,246.30","711,245.00","65.74","United States","NASDAQ","USD","1.00","USD","-"
"EVTC","EVERTEC INC","Financials","Equity","46,533,787.56","0.06","46,533,787.56","1,622,517.00","28.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KN","KNOWLES CORP","Information Technology","Equity","46,453,333.75","0.06","46,453,333.75","2,116,325.00","21.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AORT","ARTIVION INC","Health Care","Equity","46,441,760.04","0.06","46,441,760.04","1,044,574.00","44.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","46,241,599.88","0.06","46,241,599.88","1,127,294.00","41.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGHC","SUPER GROUP LTD","Consumer Discretionary","Equity","46,246,290.36","0.06","46,246,290.36","3,973,049.00","11.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IOSP","INNOSPEC INC","Materials","Equity","46,165,495.08","0.06","46,165,495.08","605,211.00","76.28","United States","NASDAQ","USD","1.00","USD","-"
"VSH","VISHAY INTERTECHNOLOGY INC","Information Technology","Equity","46,120,404.33","0.06","46,120,404.33","3,016,377.00","15.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFH","BREAD FINANCIAL HOLDINGS INC","Financials","Equity","45,996,327.30","0.06","45,996,327.30","610,841.00","75.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","45,912,473.25","0.06","45,912,473.25","3,747,957.00","12.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WVE","WAVE LIFE SCIENCES LTD","Health Care","Equity","45,880,908.70","0.06","45,880,908.70","2,876,546.00","15.95","United States","NASDAQ","USD","1.00","USD","-"
"MD","PEDIATRIX MEDICAL GROUP INC","Health Care","Equity","45,874,180.41","0.06","45,874,180.41","2,154,729.00","21.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BELFB","BEL FUSE INC CLASS B","Information Technology","Equity","45,769,076.44","0.06","45,769,076.44","264,898.00","172.78","United States","NASDAQ","USD","1.00","USD","-"
"TXG","10X GENOMICS INC CLASS A","Health Care","Equity","45,573,951.30","0.06","45,573,951.30","2,742,115.00","16.62","United States","NASDAQ","USD","1.00","USD","-"
"STRA","STRATEGIC EDUCATION INC","Consumer Discretionary","Equity","45,540,724.68","0.06","45,540,724.68","579,546.00","78.58","United States","NASDAQ","USD","1.00","USD","-"
"AUPH","AURINIA PHARMACEUTICALS INC","Health Care","Equity","45,505,888.55","0.06","45,505,888.55","2,964,553.00","15.35","United States","NASDAQ","USD","1.00","USD","-"
"RCUS","ARCUS BIOSCIENCES INC","Health Care","Equity","45,484,741.17","0.06","45,484,741.17","1,952,973.00","23.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","45,441,065.37","0.06","45,441,065.37","1,484,517.00","30.61","United States","NASDAQ","USD","1.00","USD","-"
"YELP","YELP INC","Communication","Equity","45,429,527.80","0.06","45,429,527.80","1,504,289.00","30.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMVT","IMMUNOVANT INC","Health Care","Equity","45,160,611.80","0.06","45,160,611.80","1,742,980.00","25.91","United States","NASDAQ","USD","1.00","USD","-"
"HLIO","HELIOS TECHNOLOGIES INC","Industrials","Equity","45,075,842.55","0.06","45,075,842.55","823,905.00","54.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","Equity","45,074,974.80","0.06","45,074,974.80","2,116,196.00","21.30","United States","NASDAQ","USD","1.00","USD","-"
"SMPL","THE SIMPLY GOOD FOODS COMPANY","Consumer Staples","Equity","44,921,906.76","0.06","44,921,906.76","2,296,621.00","19.56","United States","NASDAQ","USD","1.00","USD","-"
"NRIX","NURIX THERAPEUTICS INC","Health Care","Equity","44,871,316.14","0.06","44,871,316.14","2,484,569.00","18.06","United States","NASDAQ","USD","1.00","USD","-"
"VECO","VEECO INSTRUMENTS INC","Information Technology","Equity","44,660,627.10","0.06","44,660,627.10","1,462,365.00","30.54","United States","NASDAQ","USD","1.00","USD","-"
